id,category,label,notice
472,C,Regulatory Compliance,"PRODUCT SAFETY RECALL COMPLIANCE NOTICE TO: StreamLine Networks Ltd. FROM: Telecommunications Regulatory Office DATE: October 14, 2024 Telecommunications Regulatory Office has determined that StreamLine Networks Ltd.'s product 'VisionAI Toolkit', Model No. CRG-674, poses a serious safety risk to consumers due to software-triggered shutdown during operation. StreamLine Networks Ltd. has failed to initiate a recall in accordance with Financial Industry Regulatory Authority (FINRA) Rule 4370 within the mandatory timeframe. You are hereby ordered to initiate an immediate voluntary recall, notify all known purchasers, and submit a recall plan to Telecommunications Regulatory Office within 10 business days. Failure to comply will result in a mandatory recall order, public announcement of non-compliance, and civil penalties of $15,000 per day of continued violation."
473,A,Contract Dispute,"BREACH OF CONFIDENTIALITY NOTICE TO: Pinnacle Construction Ltd. FROM: TerraForm Engineering DATE: October 14, 2024 This correspondence constitutes formal notice under Section 4.2 of the Mutual Non-Disclosure Agreement dated October 1, 2023. It has come to TerraForm Engineering's attention that Pinnacle Construction Ltd. has disclosed proprietary business information — including pricing structures, client lists, and product roadmaps — to unauthorized third parties. Such disclosure constitutes a material breach entitling TerraForm Engineering to seek injunctive relief and damages exceeding $15,000. Pinnacle Construction Ltd. must confirm in writing within 30 days all disclosures made, all recipients of such information, and steps taken to retrieve or contain the disclosed materials."
474,C,Regulatory Compliance,"CONSUMER PROTECTION COMPLIANCE NOTICE TO: FastBuy E-Commerce Ltd. FROM: Consumer Protection Bureau DATE: September 5, 2024 Following a review of consumer complaints received between Q2 2024, Consumer Protection Bureau has determined that FastBuy E-Commerce Ltd.'s marketing practices constitute violations of the Sarbanes-Oxley Act (SOX). Specifically, FastBuy E-Commerce Ltd. has engaged in misleading pricing representations and failed to honor statutory refund rights. You are directed to revise all non-compliant advertising materials and implement a compliant refund process within 21 days. Full compliance reports must be submitted to this office. Failure to comply will result in public enforcement action, mandatory consumer redress, and fines of up to $150,000."
475,C,Regulatory Compliance,"FINANCIAL REPORTING NON-COMPLIANCE NOTICE TO: Premier Food Processing Corp. FROM: Food Safety Regulatory Board DATE: April 15, 2024 Food Safety Regulatory Board has determined that Premier Food Processing Corp. has failed to file its quarterly financial disclosure reports as required under Section 11.2 of the General Data Protection Regulation (GDPR). Reports for the periods ending Q4 2023 remain outstanding as of this date. This constitutes a violation of mandatory reporting obligations. Premier Food Processing Corp. is directed to file all outstanding reports within 10 business days. A late filing fee of $75,000 per report will be assessed. Continued non-compliance will result in suspension of Premier Food Processing Corp.'s operating license and referral for criminal investigation under applicable statutes."
476,A,Contract Dispute,"NOTICE OF FORCE MAJEURE DISPUTE TO: Harmon & Associates Ltd. FROM: SilverBridge Capital LLC DATE: April 15, 2024 SilverBridge Capital LLC writes to formally contest Harmon & Associates Ltd.'s invocation of the force majeure clause under Section 4.2 of the Supply Agreement dated October 1, 2023. The circumstances cited by Harmon & Associates Ltd. do not meet the contractual threshold for force majeure relief, as supply chain disruptions of this nature were foreseeable and should have been mitigated. Accordingly, SilverBridge Capital LLC holds Harmon & Associates Ltd. liable for delivery failures resulting in losses of $50,000. A written response is required within 21 business days, or this matter will be escalated to arbitration."
477,C,Regulatory Compliance,"WORKPLACE SAFETY ENFORCEMENT NOTICE TO: Meridian Manufacturing Co. FROM: Health & Safety Enforcement Agency DATE: April 7, 2025 An unannounced workplace inspection conducted on January 15, 2022 identified serious violations of the Food Safety Modernization Act (FSMA) at Meridian Manufacturing Co.'s premises. Hazards identified include inadequate machine guarding, absence of required safety signage, and failure to maintain mandatory incident logs. These violations present an imminent risk to worker safety. Meridian Manufacturing Co. is directed to cease the affected operations immediately and submit a corrective action plan within 10 days. Penalties of up to $50,000 per violation will apply. A follow-up inspection will be conducted within 21 days to verify compliance."
478,B,Intellectual Property Claim,"NOTICE OF PATENT LICENSING OBLIGATION TO: LifeScience Ventures Corp. FROM: BioMed IP Group DATE: November 27, 2024 BioMed IP Group holds an essential patent portfolio covering standards implemented in LifeScience Ventures Corp.'s product 'DataStream Analyzer'. As a participant in the IEEE 802.11ax standard, BioMed IP Group has committed to licensing these patents on FRAND (Fair, Reasonable, and Non-Discriminatory) terms. LifeScience Ventures Corp.'s commercial deployment of technology implementing this standard without obtaining a license from BioMed IP Group constitutes patent infringement. BioMed IP Group invites LifeScience Ventures Corp. to enter into good-faith licensing negotiations within 30 days. Failure to respond will be taken as a refusal to negotiate in good faith, and BioMed IP Group will pursue all appropriate legal and regulatory remedies."
479,B,Intellectual Property Claim,"DESIGN PATENT INFRINGEMENT NOTICE TO: DevStack Innovations FROM: CodePatent Partners DATE: April 7, 2025 This notice is to advise that DevStack Innovations's product 'CloudCore Platform' infringes CodePatent Partners's registered design patent No. US 9,941,455, which protects the ornamental design of CodePatent Partners's Secure Multi-Party Computation Protocol. An ordinary observer comparing both products would find the designs substantially identical. CodePatent Partners demands that DevStack Innovations immediately cease manufacturing and selling the infringing product, destroy all existing inventory, and provide sales records for the period Q2 2024 to facilitate calculation of damages. Unless written confirmation of compliance is received within 30 days, CodePatent Partners will initiate litigation seeking disgorgement of all profits."
480,C,Regulatory Compliance,"PRODUCT SAFETY RECALL COMPLIANCE NOTICE TO: Pinnacle Lending Solutions Inc. FROM: Office of Financial Regulation DATE: January 9, 2025 Office of Financial Regulation has determined that Pinnacle Lending Solutions Inc.'s product 'DataStream Analyzer', Model No. REG-36062, poses a serious safety risk to consumers due to risk of chemical leakage. Pinnacle Lending Solutions Inc. has failed to initiate a recall in accordance with General Data Protection Regulation (GDPR) within the mandatory timeframe. You are hereby ordered to initiate an immediate voluntary recall, notify all known purchasers, and submit a recall plan to Office of Financial Regulation within 21 business days. Failure to comply will result in a mandatory recall order, public announcement of non-compliance, and civil penalties of $200,000 per day of continued violation."
481,C,Regulatory Compliance,"NOTICE OF REGULATORY VIOLATION TO: Horizon Capital Partners FROM: Securities Enforcement Division DATE: August 19, 2024 Following an inspection conducted on November 1, 2022, Securities Enforcement Division has determined that Horizon Capital Partners is in violation of Section 3.4 of the Electronic Communications Code 2017. Specifically, Horizon Capital Partners has failed to maintain adequate records of customer transactions as mandated by applicable regulations. You are hereby directed to implement all required remediation measures within 30 calendar days of this notice. Failure to comply will result in the imposition of civil penalties of up to $15,000 per day of continued non-compliance. A written remediation plan must be submitted to this office by within 15 business days."
